Delivery Day,Hours,"Prices
(EUR/MWh)"
4/15/2023,H3,100
4/15/2023,H4,99.85
4/15/2023,H5,100.38
4/15/2023,H6,103.74
4/15/2023,H7,103.89
4/15/2023,H8,96.09
4/15/2023,H9,89.77
4/15/2023,H10,64.44
4/15/2023,H11,65.53
4/15/2023,H12,21.59
4/15/2023,H13,9.33
4/15/2023,H14,12.88
4/15/2023,H15,57.89
4/15/2023,H16,78.8
4/15/2023,H17,97.52
4/15/2023,H18,120.96
4/15/2023,H19,153.03
4/15/2023,H20,154.72
4/15/2023,H21,131.78
4/15/2023,H22,110.9
4/15/2023,H23,103.16
4/15/2023,H24,80.19
4/16/2023,H1,87.45
4/16/2023,H2,82.44
4/16/2023,H3,77.4
4/16/2023,H4,75
4/16/2023,H5,79.05
4/16/2023,H6,118.55
4/16/2023,H7,142.57
4/16/2023,H8,149.69
4/16/2023,H9,132.44
4/16/2023,H10,114.75
4/16/2023,H11,105.58
4/16/2023,H12,104.9
4/16/2023,H13,103.74
4/16/2023,H14,107.79
4/16/2023,H15,120.27
4/16/2023,H16,141.42
4/16/2023,H17,157.07
4/16/2023,H18,190.8
4/16/2023,H19,221.7
4/16/2023,H20,184.5
4/16/2023,H21,140.81
4/16/2023,H22,120
4/16/2023,H23,112.7
4/16/2023,H24,105.2
4/17/2023,H1,68.39
4/17/2023,H2,70.04
4/17/2023,H3,73.31
4/17/2023,H4,75.27
4/17/2023,H5,83.98
4/17/2023,H6,109.61
4/17/2023,H7,120.06
4/17/2023,H8,122.32
4/17/2023,H9,110.22
4/17/2023,H10,100.08
4/17/2023,H11,95
4/17/2023,H12,90.16
4/17/2023,H13,92.32
4/17/2023,H14,100.61
4/17/2023,H15,116.44
4/17/2023,H16,152.92
4/17/2023,H17,131.04
4/17/2023,H18,128.48
4/17/2023,H19,112.06
4/17/2023,H20,97.96
4/17/2023,H21,87.29
4/17/2023,H22,84.04
4/17/2023,H23,74.36
4/17/2023,H24,91.11
4/18/2023,H1,85.1
4/18/2023,H2,79.49
4/18/2023,H3,73.07
4/18/2023,H4,69.76
4/18/2023,H5,72.49
4/18/2023,H6,76.04
4/18/2023,H7,87.67
4/18/2023,H8,97.06
4/18/2023,H9,108.3
4/18/2023,H10,107.11
4/18/2023,H11,113.42
4/18/2023,H12,109.11
4/18/2023,H13,112.7
4/18/2023,H14,113.08
4/18/2023,H15,115.61
4/18/2023,H16,124.47
4/18/2023,H17,131.5
4/18/2023,H18,122.71
4/18/2023,H19,124.71
4/18/2023,H20,115.69
4/18/2023,H21,80.78
4/18/2023,H22,63.33
4/18/2023,H23,46.18
4/18/2023,H24,74.39
4/19/2023,H1,96.15
4/19/2023,H2,93.88
4/19/2023,H3,91.91
4/19/2023,H4,95.74
4/19/2023,H5,108.6
4/19/2023,H6,145.81
4/19/2023,H7,176.5
4/19/2023,H8,183.06
4/19/2023,H9,178.21
4/19/2023,H10,174.24
4/19/2023,H11,169.18
4/19/2023,H12,166.19
4/19/2023,H13,166.32
4/19/2023,H14,168.38
4/19/2023,H15,169.06
4/19/2023,H16,166.3
4/19/2023,H17,170.86
4/19/2023,H18,167.74
4/19/2023,H19,161.52
4/19/2023,H20,151.32
4/19/2023,H21,127.09
4/19/2023,H22,116.28
4/19/2023,H23,81.71
4/19/2023,H24,95
4/20/2023,H1,143.86
4/20/2023,H2,140.01
4/20/2023,H3,138.88
4/20/2023,H4,138.67
4/20/2023,H5,152.65
4/20/2023,H6,169.23
4/20/2023,H7,189.12
4/20/2023,H8,197.47
4/20/2023,H9,160.86
4/20/2023,H10,135.78
4/20/2023,H11,144.41
4/20/2023,H12,135.31
4/20/2023,H13,130.06
4/20/2023,H14,148.87
4/20/2023,H15,159.66
4/20/2023,H16,184.38
4/20/2023,H17,209.88
4/20/2023,H18,214.99
4/20/2023,H19,218.26
4/20/2023,H20,177.23
4/20/2023,H21,178.29
4/20/2023,H22,145.58
4/20/2023,H23,153.87
4/20/2023,H24,106.36
4/21/2023,H1,100.68
4/21/2023,H2,99.06
4/21/2023,H3,98.84
4/21/2023,H4,99.09
4/21/2023,H5,105
4/21/2023,H6,119.81
4/21/2023,H7,137.6
4/21/2023,H8,140.91
4/21/2023,H9,136.61
4/21/2023,H10,131.89
4/21/2023,H11,125.1
4/21/2023,H12,117.36
4/21/2023,H13,115.31
4/21/2023,H14,122.15
4/21/2023,H15,124.31
4/21/2023,H16,125.37
4/21/2023,H17,141.1
4/21/2023,H18,146.92
4/21/2023,H19,147.22
4/21/2023,H20,117.28
4/21/2023,H21,116.3
4/21/2023,H22,102.5
4/21/2023,H23,85.9
4/21/2023,H24,143.96
4/22/2023,H1,81.85
4/22/2023,H2,78.14
4/22/2023,H3,71.9
4/22/2023,H4,70
4/22/2023,H5,72.96
4/22/2023,H6,80
4/22/2023,H7,79.08
4/22/2023,H8,70.97
4/22/2023,H9,55.53
4/22/2023,H10,26.84
4/22/2023,H11,32.24
4/22/2023,H12,15.45
4/22/2023,H13,3.06
4/22/2023,H14,4.66
4/22/2023,H15,4.15
4/22/2023,H16,7.61
4/22/2023,H17,22.68
4/22/2023,H18,127.1
4/22/2023,H19,153.73
4/22/2023,H20,159.16
4/22/2023,H21,146.64
4/22/2023,H22,137.85
4/22/2023,H23,117.95
4/22/2023,H24,102.89
4/23/2023,H1,90.29
4/23/2023,H2,88.38
4/23/2023,H3,86.19
4/23/2023,H4,87.83
4/23/2023,H5,89.13
4/23/2023,H6,105.51
4/23/2023,H7,133.65
4/23/2023,H8,131.85
4/23/2023,H9,118.17
4/23/2023,H10,96.46
4/23/2023,H11,95.04
4/23/2023,H12,91.53
4/23/2023,H13,102.17
4/23/2023,H14,99.92
4/23/2023,H15,105.03
4/23/2023,H16,113.04
4/23/2023,H17,118.72
4/23/2023,H18,126.29
4/23/2023,H19,175.02
4/23/2023,H20,273.36
4/23/2023,H21,171.29
4/23/2023,H22,123.42
4/23/2023,H23,114.47
4/23/2023,H24,98.21
4/24/2023,H1,84.1
4/24/2023,H2,84.13
4/24/2023,H3,80.32
4/24/2023,H4,77.44
4/24/2023,H5,79.87
4/24/2023,H6,79.43
4/24/2023,H7,85
4/24/2023,H8,81.49
4/24/2023,H9,64.33
4/24/2023,H10,27.35
4/24/2023,H11,14.66
4/24/2023,H12,4.89
4/24/2023,H13,9.25
4/24/2023,H14,3.9
4/24/2023,H15,3.95
4/24/2023,H16,8.64
4/24/2023,H17,44.5
4/24/2023,H18,74.97
4/24/2023,H19,86.16
4/24/2023,H20,100.09
4/24/2023,H21,103.02
4/24/2023,H22,85.01
4/24/2023,H23,71.85
4/24/2023,H24,96.38
4/25/2023,H1,102
4/25/2023,H2,94.3
4/25/2023,H3,91.94
4/25/2023,H4,93.31
4/25/2023,H5,105.12
4/25/2023,H6,120.91
4/25/2023,H7,132.24
4/25/2023,H8,134.27
4/25/2023,H9,117.95
4/25/2023,H10,105.28
4/25/2023,H11,96.23
4/25/2023,H12,90.4
4/25/2023,H13,86.88
4/25/2023,H14,89.29
4/25/2023,H15,105.53
4/25/2023,H16,121.45
4/25/2023,H17,128.27
4/25/2023,H18,142.49
4/25/2023,H19,165.49
4/25/2023,H20,175.82
4/25/2023,H21,179.67
4/25/2023,H22,162.59
4/25/2023,H23,133.7
4/25/2023,H24,89.03
4/26/2023,H1,91.99
4/26/2023,H2,89.15
4/26/2023,H3,79.98
4/26/2023,H4,81.89
4/26/2023,H5,92.22
4/26/2023,H6,99.64
4/26/2023,H7,104.54
4/26/2023,H8,103.39
4/26/2023,H9,94.99
4/26/2023,H10,80.15
4/26/2023,H11,66.16
4/26/2023,H12,67.05
4/26/2023,H13,42.47
4/26/2023,H14,44.92
4/26/2023,H15,67.05
4/26/2023,H16,82.87
4/26/2023,H17,95.05
4/26/2023,H18,100.42
4/26/2023,H19,124.73
4/26/2023,H20,134.81
4/26/2023,H21,123.89
4/26/2023,H22,102
4/26/2023,H23,92.7
4/26/2023,H24,112.49
4/27/2023,H1,103.82
4/27/2023,H2,102.83
4/27/2023,H3,99.51
4/27/2023,H4,93.67
4/27/2023,H5,96.57
4/27/2023,H6,97.87
4/27/2023,H7,96.79
4/27/2023,H8,92.98
4/27/2023,H9,80.31
4/27/2023,H10,53.95
4/27/2023,H11,18
4/27/2023,H12,8.28
4/27/2023,H13,0.03
4/27/2023,H14,0
4/27/2023,H15,25.55
4/27/2023,H16,79
4/27/2023,H17,100.06
4/27/2023,H18,120.7
4/27/2023,H19,149.03
4/27/2023,H20,150.28
4/27/2023,H21,131.57
4/27/2023,H22,113.93
4/27/2023,H23,100.86
4/27/2023,H24,96.27
4/28/2023,H1,100.6
4/28/2023,H2,99.9
4/28/2023,H3,99.52
4/28/2023,H4,97.81
4/28/2023,H5,112.72
4/28/2023,H6,139.62
4/28/2023,H7,195.39
4/28/2023,H8,192.81
4/28/2023,H9,144.27
4/28/2023,H10,117.63
4/28/2023,H11,111.91
4/28/2023,H12,103.87
4/28/2023,H13,101.87
4/28/2023,H14,111.28
4/28/2023,H15,124.81
4/28/2023,H16,165
4/28/2023,H17,186.75
4/28/2023,H18,247.22
4/28/2023,H19,230.48
4/28/2023,H20,168.16
4/28/2023,H21,139.24
4/28/2023,H22,121.16
4/28/2023,H23,99.81
4/28/2023,H24,105.85
4/29/2023,H1,59.75
4/29/2023,H2,53.74
4/29/2023,H3,48.36
4/29/2023,H4,50
4/29/2023,H5,66.18
4/29/2023,H6,95.14
4/29/2023,H7,109.38
4/29/2023,H8,113
4/29/2023,H9,110.9
4/29/2023,H10,99.27
4/29/2023,H11,98.94
4/29/2023,H12,101.53
4/29/2023,H13,112.44
4/29/2023,H14,121.97
4/29/2023,H15,121.77
4/29/2023,H16,130.64
4/29/2023,H17,135.29
4/29/2023,H18,135.1
4/29/2023,H19,123.58
4/29/2023,H20,112.93
4/29/2023,H21,105.1
4/29/2023,H22,103.97
4/29/2023,H23,93.2
4/29/2023,H24,104
4/30/2023,H1,30.13
4/30/2023,H2,25.92
4/30/2023,H3,21.47
4/30/2023,H4,21.38
4/30/2023,H5,26.37
4/30/2023,H6,28.78
4/30/2023,H7,56.37
4/30/2023,H8,75.76
4/30/2023,H9,81.72
4/30/2023,H10,85.14
4/30/2023,H11,80.23
4/30/2023,H12,78.19
4/30/2023,H13,77.6
4/30/2023,H14,93.57
4/30/2023,H15,127.64
4/30/2023,H16,135.6
4/30/2023,H17,135.44
4/30/2023,H18,133.66
4/30/2023,H19,142.56
4/30/2023,H20,135.89
4/30/2023,H21,122.99
4/30/2023,H22,75.81
4/30/2023,H23,67.99
4/30/2023,H24,66.33
5/1/2023,H1,8.22
5/1/2023,H2,12.03
5/1/2023,H3,3.02
5/1/2023,H4,22.95
5/1/2023,H5,94.32
5/1/2023,H6,170.24
5/1/2023,H7,206.13
5/1/2023,H8,215.03
5/1/2023,H9,200.03
5/1/2023,H10,185.92
5/1/2023,H11,174.43
5/1/2023,H12,177.45
5/1/2023,H13,180.08
5/1/2023,H14,190.5
5/1/2023,H15,190.08
5/1/2023,H16,206.59
5/1/2023,H17,201.42
5/1/2023,H18,184
5/1/2023,H19,185.01
5/1/2023,H20,176.99
5/1/2023,H21,154.43
5/1/2023,H22,159.57
5/1/2023,H23,130.21
5/1/2023,H24,37.43
5/2/2023,H1,136.86
5/2/2023,H2,134.19
5/2/2023,H3,131.91
5/2/2023,H4,131.27
5/2/2023,H5,146.57
5/2/2023,H6,146.11
5/2/2023,H7,156.03
5/2/2023,H8,157.13
5/2/2023,H9,154.81
5/2/2023,H10,146.32
5/2/2023,H11,146.43
5/2/2023,H12,133.25
5/2/2023,H13,129.9
5/2/2023,H14,134.91
5/2/2023,H15,146.64
5/2/2023,H16,158.95
5/2/2023,H17,160.15
5/2/2023,H18,161.43
5/2/2023,H19,149.34
5/2/2023,H20,145.22
5/2/2023,H21,140.56
5/2/2023,H22,145
5/2/2023,H23,139.38
5/2/2023,H24,27.83
5/3/2023,H1,74.67
5/3/2023,H2,76.91
5/3/2023,H3,83.53
5/3/2023,H4,88.72
5/3/2023,H5,97
5/3/2023,H6,108.22
5/3/2023,H7,113.96
5/3/2023,H8,114.27
5/3/2023,H9,99.51
5/3/2023,H10,91.66
5/3/2023,H11,84.58
5/3/2023,H12,80.33
5/3/2023,H13,52.25
5/3/2023,H14,53.73
5/3/2023,H15,80.56
5/3/2023,H16,102.16
5/3/2023,H17,130.99
5/3/2023,H18,150.43
5/3/2023,H19,142.85
5/3/2023,H20,132.42
5/3/2023,H21,119.96
5/3/2023,H22,119.97
5/3/2023,H23,107.46
5/3/2023,H24,144.63
5/4/2023,H1,3.05
5/4/2023,H2,2.01
5/4/2023,H3,1.09
5/4/2023,H4,6.18
5/4/2023,H5,85.76
5/4/2023,H6,129.82
5/4/2023,H7,155.25
5/4/2023,H8,156.45
5/4/2023,H9,149.7
5/4/2023,H10,99.58
5/4/2023,H11,97.8
5/4/2023,H12,78.37
5/4/2023,H13,76.24
5/4/2023,H14,67.26
5/4/2023,H15,77.68
5/4/2023,H16,117.33
5/4/2023,H17,116.18
5/4/2023,H18,130.8
5/4/2023,H19,162.46
5/4/2023,H20,165.38
5/4/2023,H21,141.39
5/4/2023,H22,130.8
5/4/2023,H23,111
5/4/2023,H24,70.13
5/5/2023,H1,96.94
5/5/2023,H2,96
5/5/2023,H3,96.06
5/5/2023,H4,95.93
5/5/2023,H5,103.5
5/5/2023,H6,118.98
5/5/2023,H7,148.33
5/5/2023,H8,162.96
5/5/2023,H9,131.75
5/5/2023,H10,105.35
5/5/2023,H11,105.49
5/5/2023,H12,110.06
5/5/2023,H13,99.26
5/5/2023,H14,98.81
5/5/2023,H15,111.53
5/5/2023,H16,115.62
5/5/2023,H17,114.83
5/5/2023,H18,141.43
5/5/2023,H19,180.02
5/5/2023,H20,269.65
5/5/2023,H21,156.72
5/5/2023,H22,113.99
5/5/2023,H23,101.66
5/5/2023,H24,58.19
5/6/2023,H1,61.37
5/6/2023,H2,53.78
5/6/2023,H3,49.49
5/6/2023,H4,51.87
5/6/2023,H5,46.86
5/6/2023,H6,49.53
5/6/2023,H7,46.53
5/6/2023,H8,28.44
5/6/2023,H9,15.9
5/6/2023,H10,0.02
5/6/2023,H11,-0.78
5/6/2023,H12,-10.06
5/6/2023,H13,-7.51
5/6/2023,H14,-8.29
5/6/2023,H15,-7
5/6/2023,H16,-0.09
5/6/2023,H17,27.92
5/6/2023,H18,83.82
5/6/2023,H19,99.91
5/6/2023,H20,107.01
5/6/2023,H21,107.31
5/6/2023,H22,100.58
5/6/2023,H23,90.96
5/6/2023,H24,100
5/7/2023,H1,115.45
5/7/2023,H2,105.18
5/7/2023,H3,99.75
5/7/2023,H4,97.37
5/7/2023,H5,109.23
5/7/2023,H6,121.88
5/7/2023,H7,125.25
5/7/2023,H8,120.95
5/7/2023,H9,105.1
5/7/2023,H10,96.83
5/7/2023,H11,94.73
5/7/2023,H12,94.03
5/7/2023,H13,93.09
5/7/2023,H14,96.08
5/7/2023,H15,102.59
5/7/2023,H16,117.23
5/7/2023,H17,129.74
5/7/2023,H18,145.95
5/7/2023,H19,174.98
5/7/2023,H20,175.76
5/7/2023,H21,178.01
5/7/2023,H22,143.38
5/7/2023,H23,130.46
5/7/2023,H24,68.79
5/8/2023,H1,96.75
5/8/2023,H2,94.78
5/8/2023,H3,93.73
5/8/2023,H4,95.27
5/8/2023,H5,97.93
5/8/2023,H6,96.63
5/8/2023,H7,87.28
5/8/2023,H8,81.48
5/8/2023,H9,50.53
5/8/2023,H10,23.67
5/8/2023,H11,22.36
5/8/2023,H12,23.13
5/8/2023,H13,9.95
5/8/2023,H14,11.18
5/8/2023,H15,58.01
5/8/2023,H16,84.58
5/8/2023,H17,97.98
5/8/2023,H18,109.09
5/8/2023,H19,128.4
5/8/2023,H20,141.24
5/8/2023,H21,129.08
5/8/2023,H22,104.88
5/8/2023,H23,100.08
5/8/2023,H24,124.41
5/9/2023,H1,97.27
5/9/2023,H2,96.03
5/9/2023,H3,92.32
5/9/2023,H4,93.02
5/9/2023,H5,102.78
5/9/2023,H6,142.75
5/9/2023,H7,176.17
5/9/2023,H8,136.44
5/9/2023,H9,113
5/9/2023,H10,95.16
5/9/2023,H11,90.62
5/9/2023,H12,88.83
5/9/2023,H13,86.86
5/9/2023,H14,89.21
5/9/2023,H15,92.53
5/9/2023,H16,100.18
5/9/2023,H17,133.18
5/9/2023,H18,260
5/9/2023,H19,437.47
5/9/2023,H20,389.27
5/9/2023,H21,209.64
5/9/2023,H22,146.33
5/9/2023,H23,119.94
5/9/2023,H24,103.12
5/10/2023,H1,79.51
5/10/2023,H2,82.75
5/10/2023,H3,76.43
5/10/2023,H4,85.09
5/10/2023,H5,111.16
5/10/2023,H6,172.52
5/10/2023,H7,179.72
5/10/2023,H8,143.34
5/10/2023,H9,126.45
5/10/2023,H10,102
5/10/2023,H11,88.98
5/10/2023,H12,76.9
5/10/2023,H13,71.68
5/10/2023,H14,93.94
5/10/2023,H15,117.86
5/10/2023,H16,140.6
5/10/2023,H17,170.56
5/10/2023,H18,189.62
5/10/2023,H19,320.79
5/10/2023,H20,135.21
5/10/2023,H21,110.38
5/10/2023,H22,100.72
5/10/2023,H23,93.09
5/10/2023,H24,105
5/11/2023,H1,85.89
5/11/2023,H2,85.88
5/11/2023,H3,83.21
5/11/2023,H4,82.71
5/11/2023,H5,85.44
5/11/2023,H6,86.3
5/11/2023,H7,88
5/11/2023,H8,92
5/11/2023,H9,94.89
5/11/2023,H10,91.28
5/11/2023,H11,90.22
5/11/2023,H12,87.94
5/11/2023,H13,87.8
5/11/2023,H14,91.5
5/11/2023,H15,102.87
5/11/2023,H16,115.69
5/11/2023,H17,127.98
5/11/2023,H18,135.76
5/11/2023,H19,124.47
5/11/2023,H20,113.51
5/11/2023,H21,102.58
5/11/2023,H22,92.38
5/11/2023,H23,87.41
5/11/2023,H24,87.51
5/12/2023,H1,29.85
5/12/2023,H2,28.91
5/12/2023,H3,25.84
5/12/2023,H4,31.21
5/12/2023,H5,73.07
5/12/2023,H6,123.64
5/12/2023,H7,139.15
5/12/2023,H8,152.77
5/12/2023,H9,129.36
5/12/2023,H10,121.59
5/12/2023,H11,112.22
5/12/2023,H12,117.01
5/12/2023,H13,119.44
5/12/2023,H14,126.38
5/12/2023,H15,166.96
5/12/2023,H16,202.92
5/12/2023,H17,135.04
5/12/2023,H18,133.9
5/12/2023,H19,133.56
5/12/2023,H20,119.84
5/12/2023,H21,119.05
5/12/2023,H22,107.21
5/12/2023,H23,87.01
5/12/2023,H24,87.3
5/13/2023,H1,130.84
5/13/2023,H2,106.62
5/13/2023,H3,114.2
5/13/2023,H4,108.07
5/13/2023,H5,123.56
5/13/2023,H6,180.25
5/13/2023,H7,195.67
5/13/2023,H8,217.8
5/13/2023,H9,207.96
5/13/2023,H10,195.07
5/13/2023,H11,181.27
5/13/2023,H12,177.6
5/13/2023,H13,177.86
5/13/2023,H14,179.5
5/13/2023,H15,191.44
5/13/2023,H16,229.32
5/13/2023,H17,194.34
5/13/2023,H18,192.52
5/13/2023,H19,207.7
5/13/2023,H20,220.02
5/13/2023,H21,178.98
5/13/2023,H22,169.03
5/13/2023,H23,169.07
5/13/2023,H24,41.42
5/14/2023,H1,126.96
5/14/2023,H2,131.86
5/14/2023,H3,128
5/14/2023,H4,126.97
5/14/2023,H5,126.76
5/14/2023,H6,130.23
5/14/2023,H7,132.75
5/14/2023,H8,149.4
5/14/2023,H9,145.45
5/14/2023,H10,145.56
5/14/2023,H11,140.07
5/14/2023,H12,129.89
5/14/2023,H13,120
5/14/2023,H14,120
5/14/2023,H15,124.63
5/14/2023,H16,135.16
5/14/2023,H17,158.54
5/14/2023,H18,168.93
5/14/2023,H19,170.43
5/14/2023,H20,161.53
5/14/2023,H21,150.09
5/14/2023,H22,156.17
5/14/2023,H23,144.56
5/14/2023,H24,141.4
5/15/2023,H1,104.85
5/15/2023,H2,101.5
5/15/2023,H3,94.68
5/15/2023,H4,96.39
5/15/2023,H5,96.04
5/15/2023,H6,95.68
5/15/2023,H7,93.99
5/15/2023,H8,90.73
5/15/2023,H9,85.97
5/15/2023,H10,87.38
5/15/2023,H11,83.98
5/15/2023,H12,78.56
5/15/2023,H13,68.73
5/15/2023,H14,70
5/15/2023,H15,74.9
5/15/2023,H16,85.05
5/15/2023,H17,105.09
5/15/2023,H18,130.75
5/15/2023,H19,141.04
5/15/2023,H20,129.97
5/15/2023,H21,110.28
5/15/2023,H22,96
5/15/2023,H23,90.09
5/15/2023,H24,132.41
5/16/2023,H1,86.42
5/16/2023,H2,81.07
5/16/2023,H3,79.4
5/16/2023,H4,80.9
5/16/2023,H5,103.12
5/16/2023,H6,139.99
5/16/2023,H7,151.06
5/16/2023,H8,136.41
5/16/2023,H9,131.99
5/16/2023,H10,120
5/16/2023,H11,111.56
5/16/2023,H12,100.65
5/16/2023,H13,97.36
5/16/2023,H14,97.62
5/16/2023,H15,97.07
5/16/2023,H16,100.34
5/16/2023,H17,110.04
5/16/2023,H18,133.09
5/16/2023,H19,156.51
5/16/2023,H20,149.74
5/16/2023,H21,126.81
5/16/2023,H22,109.3
5/16/2023,H23,97.95
5/16/2023,H24,125.06
5/17/2023,H1,90.55
5/17/2023,H2,89.84
5/17/2023,H3,90
5/17/2023,H4,90.81
5/17/2023,H5,98.81
5/17/2023,H6,114.98
5/17/2023,H7,133.49
5/17/2023,H8,143.29
5/17/2023,H9,114.6
5/17/2023,H10,110.65
5/17/2023,H11,111.97
5/17/2023,H12,100.52
5/17/2023,H13,90.68
5/17/2023,H14,85.23
5/17/2023,H15,86.27
5/17/2023,H16,82.65
5/17/2023,H17,96.31
5/17/2023,H18,117.09
5/17/2023,H19,124.05
5/17/2023,H20,127.92
5/17/2023,H21,119.6
5/17/2023,H22,108.53
5/17/2023,H23,98.06
5/17/2023,H24,97.64
5/18/2023,H1,85.08
5/18/2023,H2,85.02
5/18/2023,H3,81.63
5/18/2023,H4,83.95
5/18/2023,H5,91.48
5/18/2023,H6,110.04
5/18/2023,H7,123.06
5/18/2023,H8,124.39
5/18/2023,H9,106.01
5/18/2023,H10,90.49
5/18/2023,H11,78.7
5/18/2023,H12,72.54
5/18/2023,H13,71.05
5/18/2023,H14,70.33
5/18/2023,H15,77.1
5/18/2023,H16,84.82
5/18/2023,H17,97.6
5/18/2023,H18,109.68
5/18/2023,H19,133.04
5/18/2023,H20,142.02
5/18/2023,H21,116.93
5/18/2023,H22,106.68
5/18/2023,H23,98.1
5/18/2023,H24,98.53
5/19/2023,H1,91
5/19/2023,H2,90
5/19/2023,H3,82.09
5/19/2023,H4,83.57
5/19/2023,H5,85.12
5/19/2023,H6,102.08
5/19/2023,H7,118.05
5/19/2023,H8,120
5/19/2023,H9,109
5/19/2023,H10,103.85
5/19/2023,H11,106.63
5/19/2023,H12,110.46
5/19/2023,H13,108.06
5/19/2023,H14,113.14
5/19/2023,H15,116.64
5/19/2023,H16,122.4
5/19/2023,H17,131.93
5/19/2023,H18,174.02
5/19/2023,H19,185.07
5/19/2023,H20,183.46
5/19/2023,H21,154.52
5/19/2023,H22,135.02
5/19/2023,H23,117.58
5/19/2023,H24,94.33
5/20/2023,H1,96.57
5/20/2023,H2,96.68
5/20/2023,H3,93.86
5/20/2023,H4,93.91
5/20/2023,H5,82.75
5/20/2023,H6,84.07
5/20/2023,H7,23.47
5/20/2023,H8,15.92
5/20/2023,H9,14.96
5/20/2023,H10,0.68
5/20/2023,H11,-0.47
5/20/2023,H12,0.08
5/20/2023,H13,2.32
5/20/2023,H14,6
5/20/2023,H15,6.92
5/20/2023,H16,20.4
5/20/2023,H17,67.58
5/20/2023,H18,92.37
5/20/2023,H19,106.47
5/20/2023,H20,111.16
5/20/2023,H21,112.28
5/20/2023,H22,107.23
5/20/2023,H23,95.84
5/20/2023,H24,98.47
5/21/2023,H1,103.3
5/21/2023,H2,103.92
5/21/2023,H3,102.98
5/21/2023,H4,104.01
5/21/2023,H5,113.64
5/21/2023,H6,149.97
5/21/2023,H7,207.37
5/21/2023,H8,145.99
5/21/2023,H9,123.22
5/21/2023,H10,107.88
5/21/2023,H11,101.59
5/21/2023,H12,96.57
5/21/2023,H13,94.04
5/21/2023,H14,97.11
5/21/2023,H15,99.9
5/21/2023,H16,109.11
5/21/2023,H17,139.53
5/21/2023,H18,184.45
5/21/2023,H19,271.28
5/21/2023,H20,183.01
5/21/2023,H21,136.62
5/21/2023,H22,115.55
5/21/2023,H23,93.77
5/21/2023,H24,103.54
5/22/2023,H1,91.61
5/22/2023,H2,95.21
5/22/2023,H3,88.44
5/22/2023,H4,89.04
5/22/2023,H5,102.6
5/22/2023,H6,126.5
5/22/2023,H7,143.48
5/22/2023,H8,148.39
5/22/2023,H9,138.57
5/22/2023,H10,124.98
5/22/2023,H11,118.46
5/22/2023,H12,110.92
5/22/2023,H13,104.29
5/22/2023,H14,108.38
5/22/2023,H15,120
5/22/2023,H16,124.56
5/22/2023,H17,149.72
5/22/2023,H18,187.65
5/22/2023,H19,226.08
5/22/2023,H20,167.66
5/22/2023,H21,129.36
5/22/2023,H22,123.5
5/22/2023,H23,109.84
5/22/2023,H24,105.99
5/23/2023,H1,85.36
5/23/2023,H2,83.49
5/23/2023,H3,82.04
5/23/2023,H4,79.61
5/23/2023,H5,84.92
5/23/2023,H6,84.83
5/23/2023,H7,85.11
5/23/2023,H8,86.89
5/23/2023,H9,89.75
5/23/2023,H10,88.54
5/23/2023,H11,86.26
5/23/2023,H12,88.09
5/23/2023,H13,87.41
5/23/2023,H14,91.41
5/23/2023,H15,107.85
5/23/2023,H16,121.11
5/23/2023,H17,131.48
5/23/2023,H18,129.94
5/23/2023,H19,122.61
5/23/2023,H20,112.44
5/23/2023,H21,107.33
5/23/2023,H22,100.14
5/23/2023,H23,88.02
5/23/2023,H24,88.81
5/24/2023,H1,87.06
5/24/2023,H2,85.62
5/24/2023,H3,84.42
5/24/2023,H4,86.11
5/24/2023,H5,88.35
5/24/2023,H6,113.51
5/24/2023,H7,130.28
5/24/2023,H8,146.94
5/24/2023,H9,138.3
5/24/2023,H10,133.57
5/24/2023,H11,130.67
5/24/2023,H12,130.18
5/24/2023,H13,130.17
5/24/2023,H14,131.09
5/24/2023,H15,140.05
5/24/2023,H16,220.76
5/24/2023,H17,183.03
5/24/2023,H18,140
5/24/2023,H19,125.29
5/24/2023,H20,121.58
5/24/2023,H21,116.71
5/24/2023,H22,121.75
5/24/2023,H23,86.93
5/24/2023,H24,88.24
5/25/2023,H1,106.83
5/25/2023,H2,98.73
5/25/2023,H3,92.11
5/25/2023,H4,103.34
5/25/2023,H5,121.14
5/25/2023,H6,137.75
5/25/2023,H7,171.32
5/25/2023,H8,180.73
5/25/2023,H9,169.51
5/25/2023,H10,153.5
5/25/2023,H11,163.9
5/25/2023,H12,166.98
5/25/2023,H13,164.72
5/25/2023,H14,159.92
5/25/2023,H15,170.74
5/25/2023,H16,187.99
5/25/2023,H17,257.43
5/25/2023,H18,254.74
5/25/2023,H19,258.96
5/25/2023,H20,204.83
5/25/2023,H21,200.96
5/25/2023,H22,143.79
5/25/2023,H23,101.07
5/25/2023,H24,91.55
5/26/2023,H1,139.97
5/26/2023,H2,133.1
5/26/2023,H3,132.52
5/26/2023,H4,129.04
5/26/2023,H5,132.17
5/26/2023,H6,137.47
5/26/2023,H7,163.19
5/26/2023,H8,196.08
5/26/2023,H9,225.54
5/26/2023,H10,196.2
5/26/2023,H11,173.35
5/26/2023,H12,153.75
5/26/2023,H13,143.71
5/26/2023,H14,140.92
5/26/2023,H15,145.79
5/26/2023,H16,163.64
5/26/2023,H17,170.23
5/26/2023,H18,295.77
5/26/2023,H19,221.8
5/26/2023,H20,206.69
5/26/2023,H21,187.86
5/26/2023,H22,173.01
